CNN,zone
251000,B
2510000,C
2511000,C
2512000,C
2513000,C
2514000,C
2515000,F
2516000,F
2517000,F
2518000,F
2519000,F
252000,B
2520000,F
2521000,F
2522000,F
2524000,F
2525000,F
2526000,F
2527000,F
2528000,F
253000,B
2530000,C
2531000,E
2532000,E
2533000,E
2534000,E
2535000,E
2536000,E
2537000,E
2538000,E
2539000,E
254000,B
2540000,E
2541000,E
2542000,E
2543000,E
2544000,E
2547000,E
2548000,E
2549000,E
2550000,E
2554000,C
2555000,E
2556000,E
2557000,E
2558000,E
2559000,E
256000,B
2560000,E
2561000,E
2562000,E
2563000,E
2564000,E
2565000,E
2566000,C
2567000,A
2569000,A
257000,B
2570000,A
2571000,A
2572000,A
2573000,A
2575001,D
2575002,D
258000,B
2580000,D
2582000,D
2584000,D
2585000,D
2586000,D
2588000,D
2589000,D
259000,B
2590000,D
2591000,D
2592000,D
2593000,D
2596000,F
2597000,F
2598000,F
2599000,F
2600000,F
2601000,D
2604000,C
2605000,C
2606000,C
2607000,C
2608000,C
2609000,C
261000,B
2610000,C
2611000,C
2612000,C
2613000,C
2616000,C
2617000,C
2618000,A
2619000,A
262000,B
2620000,A
2621000,A
2622000,A
2623000,A
2624000,A
2625000,A
2626000,A
2627000,A
2628000,A
2629000,A
263000,B
2630000,A
2631000,A
2632000,A
2633000,A
2634000,A
2635000,A
2637000,A
2638000,A
2639000,A
26396000,C
264000,B
2640000,A
2641000,A
2642000,A
2643000,A
2644000,A
2645000,C
2646000,C
2647000,C
2648000,C
2649000,C
265000,B
2650000,C
2651000,C
2652000,C
2653000,C
2654000,C
2655000,C
2656000,C
2659000,C
266000,B
2660000,C
2661000,C
2662000,C
2663000,C
2664000,C
2665000,C
2666000,C
2667000,C
2668000,C
2669000,C
2670000,C
267001,B
2671000,C
2672000,C
2673000,C
2674000,C
2675000,C
2676000,C
2677000,C
2678000,C
2679000,C
2680000,C
2681000,C
2682000,C
2683000,C
2684000,C
2685000,C
2686000,C
2687000,C
2688000,C
2689000,C
269000,E
2690000,C
2691000,C
2692000,C
2693000,C
2694000,C
2695000,F
2696000,F
2697000,E
2698000,F
2699000,D
270002,E
2701000,E
2702201,E
2702202,E
2703001,E
2709000,E
271000,E
2710000,E
2711000,E
2712000,E
2713000,D
2714000,D
2715000,D
2716000,D
2717000,D
2718000,D
2719000,D
2720000,D
2721000,D
2724000,F
2730000,D
2731000,D
2732000,D
2733000,D
2734000,E
2737000,E
2738000,E
2739000,E
2740000,E
2741000,E
2742000,D
2743000,D
2744000,D
2745000,D
2746000,D
2747000,D
2749000,A
275000,C
2750000,E
2751000,A
2752000,A
2753000,A
2755000,A
2756000,A
2757000,A
2758000,A
2759000,A
276000,C
2760000,A
2761000,A
2762000,A
2763000,A
2764000,A
2765000,A
2766000,A
2767000,A
2768000,A
2769000,A
2771000,A
2772000,A
2773000,A
2774000,A
2775000,A
2776000,A
2777000,A
2779000,A
278000,C
2780000,A
2781000,A
2782000,A
2783000,A
2784000,A
2785002,A
2786000,A
2787000,A
2788000,A
2789000,A
279000,C
2790000,A
2791000,A
2792000,A
2793000,A
2794000,A
2795000,A
2799106,E
2799205,D
2799206,D
280000,C
2800102,E
2800201,D
2800202,D
2801101,E
2801102,E
2801201,D
2802101,E
2804000,E
2805000,E
2806000,E
2807000,E
2808000,E
281000,C
2810000,E
2812000,E
2813000,E
2814000,D
2815000,E
2816000,E
282000,C
2822102,E
2822103,E
2822104,E
2822201,E
2823101,E
2823102,E
2823201,E
2824101,E
2824201,E
2824202,E
2825101,E
2825201,E
2826101,E
2826201,E
2827201,E
283000,C
2830000,E
2831000,E
2833000,E
2838000,A
2839000,A
284000,F
2840000,A
2841000,A
2842000,A
2843000,A
2844000,A
2845000,A
2846000,A
2847000,A
2848000,A
2849000,A
285000,F
2850000,A
2851000,A
2852000,A
2853000,A
2854000,A
2855000,A
2856000,A
2857000,A
2858000,A
2859000,F
286000,F
2860000,D
2861000,D
2862000,D
2863000,B
2864000,B
2865000,B
2866000,B
2867000,B
2868000,B
2869000,E
287000,F
2870000,E
2871000,E
2872000,C
2873000,C
2874000,C
2875000,D
2876000,D
2877000,D
288000,F
2880000,E
2882000,C
2883000,D
2886000,F
2887000,F
2889000,E
2890000,F
2891000,F
2892000,F
2893000,F
2894000,F
2895000,F
2896000,F
2898000,F
290000,B
2902000,A
2904000,F
2905000,F
2907000,F
2908000,C
2909000,C
2910000,F
2911000,F
2912000,F
2913000,F
2914000,F
2915000,D
2916000,D
2917000,D
2918000,D
292000,B
2920000,D
2921000,D
2922000,D
2923000,D
2924000,D
2925000,D
2926000,D
2927000,D
2928000,D
293000,B
2935000,D
2936000,D
2937000,D
2938000,D
294000,B
2946000,D
2948000,A
2949000,A
295000,B
2950000,B
2953000,E
2954000,E
2955000,E
2956003,E
2956004,E
2957000,E
2959000,F
2960000,F
2963000,D
2964000,D
2965000,C
2966000,C
2968000,F
2969000,F
297000,B
2971000,B
2973000,D
2974000,E
2975000,E
298000,B
2982000,C
2983000,C
2986000,E
2987000,E
2988000,E
2989000,E
299000,B
2990000,E
2991000,E
2992000,E
2993000,B
2994000,B
2995000,E
2996000,E
300001,B
300002,B
300003,B
3001000,B
3002000,B
3003000,D
3004000,D
3005000,D
3006000,D
3007000,D
3008000,B
3009000,B
301000,B
3010000,A
3012000,D
3013000,D
3014000,D
3019000,D
302000,B
3020000,D
3021000,D
3022000,D
3023000,D
3024000,D
3025201,D
3026101,D
3026201,D
3027101,F
3027201,D
3028101,F
3028201,D
3029101,F
3029201,D
3030101,F
3030102,F
3030201,D
3031101,F
3032000,D
3033000,E
3036000,E
3038000,D
3039000,D
304000,B
3040000,D
3041000,D
3042000,D
3043000,D
3044000,D
3045000,D
3046000,D
3047000,D
3048000,D
3049000,E
3055000,D
3056000,D
3057000,D
3059000,D
306000,B
3060000,D
3061000,D
3062000,D
3063000,D
3064000,D
3065000,D
3066000,D
3067000,D
3068000,B
3069000,B
307000,B
3070000,B
3071000,B
3072000,B
3073000,B
3074000,B
3075000,B
3076000,B
3077000,B
3078000,B
3079000,B
3080000,B
3081000,B
3082000,B
3083000,B
3085000,B
3086000,B
3087000,B
3088000,B
3089000,B
3090000,B
3093000,E
3094000,E
3095000,E
3096000,E
3097000,E
3098000,E
3099000,E
310000,E
3100000,E
3101000,E
3102000,E
3103000,E
3104000,E
3107000,F
3108000,F
3109000,F
3110000,F
3111000,F
3112000,F
3114000,D
3115000,D
3116000,D
3117000,D
3118000,D
3119000,D
312000,C
3120001,D
3121000,E
3122000,E
3123000,E
3125000,E
3126000,F
3127000,F
3128000,F
3129000,F
313000,C
3130000,F
3131000,F
3132000,F
3133000,F
3134000,F
3135000,E
3136000,E
3137000,F
3138000,F
3139000,F
3142000,A
3143000,A
3144000,A
3145000,A
3146000,A
3147000,A
3148000,A
3149000,A
315000,C
3150000,A
3151000,A
3152000,A
3153000,A
3154000,A
3155000,A
3155002,A
3156000,A
3157000,A
3159000,A
316000,C
3160000,A
3161000,A
3162000,A
3163000,A
3164000,A
3165000,A
3166000,A
3167000,A
3168000,A
3169101,A
3169201,A
317000,C
3170000,A
3171000,A
3172000,A
3173000,A
3174000,A
3175000,A
3176000,A
3177000,A
3178000,A
3179000,A
318000,C
3180000,A
3181000,A
3182000,A
3183000,A
3184000,A
3185000,A
3186101,A
3186201,A
3187000,C
3188000,C
3189000,C
319000,C
3190000,C
3191000,C
3192000,C
3193000,C
3194000,C
3195000,C
3196000,C
3197000,C
3198000,C
3199000,C
320000,C
3200000,C
3201000,C
3202000,C
3203000,A
3204000,A
3205000,A
3206000,A
3207000,A
3208000,A
3209000,A
321000,F
3210000,A
3211000,A
3212000,A
3213000,A
3214000,A
3215000,A
3216000,A
3217000,A
3218000,A
3219000,A
322000,F
3220000,A
3221000,A
3222000,A
3223000,A
3224000,A
3226000,D
3227000,D
3228000,F
3229000,D
323000,F
3230000,D
3231001,D
3232000,D
3233000,E
3234000,E
3238000,B
3239101,F
3239201,F
324000,F
3240101,F
3240102,F
3240201,F
3240202,F
3241101,F
3241202,F
3241203,F
3242101,F
3242102,F
3242201,F
3243101,F
3243201,F
3244000,F
3245000,F
3247000,E
3248000,E
3249000,E
325000,F
3250000,E
3251000,E
3252000,E
3253000,E
3254000,E
3255000,E
3256000,E
3257000,E
3258000,E
3259000,E
3260000,E
3260099,E
3262000,D
3263000,D
3264000,D
3265000,D
3266000,D
3267000,D
3268000,D
3269000,D
327000,B
3272000,E
3273000,E
3274000,E
3275000,B
3276000,B
3276098,B
3276099,B
3277000,B
3278000,B
3279000,B
328000,B
3280000,B
3281000,B
3282000,B
3283000,B
3284000,B
3285000,B
3286000,B
3287000,B
3288000,B
3289000,B
329000,B
3290000,B
3291000,B
3292000,B
3293000,B
3294000,B
3297000,B
3298000,B
3299000,B
330000,B
3300000,B
3301000,B
3302000,B
3303000,B
3304000,B
3305000,D
3306000,D
3307000,D
3308000,D
3309000,D
331000,B
3310001,D
3310002,D
3311000,D
3312000,D
3313000,D
3314000,D
3315000,D
3316000,D
3317000,D
3318000,F
3319000,F
332000,B
3320000,F
3321000,C
3322000,C
3323000,C
3324000,C
3325001,C
3325002,C
3326000,C
3327000,C
3328000,C
3329000,C
333000,B
3330000,C
3331000,C
3332000,C
3333000,C
3333096,C
3334000,C
3335000,C
3336000,C
3337000,A
3338000,A
3339000,A
334000,B
3340000,A
3341000,A
3342000,A
3343000,A
3344000,A
3345000,A
3346000,A
3347000,A
3348000,A
3349000,A
335000,B
3350000,A
3351000,A
3352000,A
3353000,A
3354000,A
3355000,A
3356000,A
3357000,A
3359000,D
336000,B
3360000,D
3361000,D
3362000,C
3363000,C
3364000,D
3365000,C
3367000,F
3368000,F
3369000,C
337000,B
3370000,C
3371000,C
3376000,E
3377000,F
3378000,F
338000,B
3380002,D
3381000,D
3383000,D
339000,B
3392000,D
3398000,D
3399000,D
340000,B
3401000,F
3402000,E
3404000,D
3405000,D
3406000,D
3407000,D
3408000,D
3409000,D
341000,B
3410000,D
3411000,D
3412000,D
3413000,D
3414000,D
3419000,A
342000,B
3420000,A
3422001,A
3424000,A
3425000,A
3430000,A
3431000,A
3432000,A
3433000,A
3434000,A
3435000,A
3436000,A
3437000,A
3438000,A
3439000,A
3440000,A
3441000,A
3442000,A
3443000,A
3444000,A
3445000,A
3446000,A
3447000,A
3448000,A
3449000,A
3450000,A
3451000,A
3452000,A
3453000,A
3454000,A
3455000,A
3456000,A
3457000,A
3458000,A
3459000,A
3460000,C
3462000,E
3463000,F
3464000,F
3465000,F
3466000,F
3467000,C
3468000,C
3469000,C
3470000,C
3471000,C
3472000,C
3473000,C
3474000,C
3475000,C
3476000,C
3477000,C
3478000,C
3479000,C
3480000,C
3481000,C
3482000,C
3483000,C
3484000,C
3485000,C
3486000,C
3487000,C
3488000,C
3489000,C
349000,C
3490000,C
3491000,C
3492000,C
3493000,C
3494000,C
3495000,C
3496000,C
3497000,C
3498000,C
3499000,C
350000,C
3500000,C
3501000,C
3502000,C
3503000,C
3504000,C
3505000,C
3506000,C
3507000,C
3508000,C
3509000,C
351000,C
3510000,C
3511000,C
3512000,C
3513000,C
3514000,C
3515000,C
3518000,F
3518099,F
352000,C
3522000,E
3524000,A
3525000,A
3526000,A
3527000,A
3528000,A
3529000,A
353000,C
3530000,A
3531000,A
3532000,A
3534000,A
3535000,A
3536000,A
3537000,A
3538000,A
3539000,A
354000,C
3540000,A
3541000,A
3542000,A
3543000,A
3544000,A
3545000,A
3546000,A
3547000,A
3548000,A
3549000,A
355000,C
3550000,A
3551000,A
3552000,A
3553000,A
3554000,A
3555000,A
3556000,A
3557000,A
3558000,A
3559000,A
356000,C
3560000,A
3561000,A
3562000,A
3563000,A
3564000,A
3565000,C
3566000,C
3567000,C
3568000,C
3569000,C
3570000,C
3571000,C
3572000,C
3573000,C
3574000,C
3575000,C
3576000,C
3577000,C
3578000,C
3579000,C
358000,F
3580000,C
3581000,C
3582000,C
3583000,C
3584000,C
3585000,C
3586000,C
3587000,C
3588000,C
359000,F
3591000,C
3592000,C
3593000,C
3594000,C
3595000,C
3596000,C
3597000,C
3598000,C
3599000,C
360000,F
3600000,C
3601000,C
3602000,C
3603000,C
3604000,C
3605000,C
3606000,C
3607000,C
3608000,C
3609000,C
361000,F
3615000,F
3617000,D
3618000,D
3619000,D
362000,F
3620000,D
3622000,D
3623000,D
3624000,D
3625000,D
3626000,D
3628000,F
3629000,F
363000,F
3630000,D
3631000,D
3636000,D
3637000,E
3638000,E
3639000,E
364000,F
3641000,E
3643000,E
3644000,E
3645000,E
3646000,E
3647000,E
3649000,B
3650001,D
3650002,D
3652101,E
3652201,E
3653000,F
3654000,F
3655000,F
3656000,F
3657000,F
3658002,F
3659000,F
3660000,F
366001,B
3661000,F
3662000,F
3663000,F
3664000,F
3665000,F
3666000,F
3667000,F
3668000,F
3669000,F
3670000,F
3671000,B
3672000,B
3673000,D
3674000,D
3675000,D
3676000,D
3677000,D
3678000,D
3679000,D
368000,B
3680000,D
3681000,D
3682000,D
3683000,D
3684000,A
3685000,A
3686000,A
369000,B
3691000,F
3692101,E
3692201,E
3693101,E
3693202,E
3693203,E
3694000,F
3695000,F
3696000,F
3697000,F
3698000,F
3699000,F
370000,B
3700000,F
3701000,F
3702000,F
3703000,C
3704000,D
3705000,E
3706000,E
3707000,E
3708000,E
3709000,E
371000,B
3710000,E
3711000,E
3712000,E
3713000,E
3714101,E
3714201,E
3715101,E
3715201,E
3716000,E
3717000,E
3718000,E
372000,B
3720000,E
3721000,E
3722000,D
373000,B
3735000,E
3736000,E
3737000,E
3738000,E
3739000,E
374000,B
3740000,E
374001,B
3743000,D
3744000,E
375000,B
3750000,A
3754000,D
3755000,D
3756000,D
3757000,D
3758000,D
376000,B
3760101,E
3760201,E
3761101,E
3761102,E
3761201,E
3762101,E
3762201,E
3762202,E
3763000,F
3764000,F
3765000,F
3766000,F
3769000,F
377000,B
3770000,F
3771000,F
3772000,F
3773000,F
3774000,F
3775000,F
3776000,F
3777000,F
3779000,A
378000,E
3780000,F
3781101,C
3782101,C
3783000,D
3784000,D
3785000,D
3786000,D
3787000,D
3788000,D
3789000,D
379000,E
3790000,D
3791000,D
3792000,D
3793000,D
3794000,D
3795000,D
3796000,D
3797000,D
3798000,D
3799000,D
3800000,D
3801000,D
3802000,D
3803000,D
3804000,D
3805000,D
3806000,D
3807000,D
3808000,D
3810000,D
3811000,D
3812000,D
3813000,D
3814000,D
3815000,D
3816000,D
3817000,D
3818000,D
3819000,D
3820000,D
3821000,D
3822000,D
3823000,D
3824000,D
3825000,D
3826000,F
3827000,F
3828000,F
3829000,F
383000,E
3830000,F
3832000,F
3833000,F
3834000,F
3835000,F
3836000,F
3837000,F
3838000,F
3839000,F
384000,E
3840000,F
3841000,F
3842000,F
3843000,F
3844000,F
3845000,F
3846000,F
3847000,F
3848000,F
3849000,F
3851000,F
3852000,F
3853000,F
3854000,F
3855000,B
3856000,B
3859000,C
386000,C
3860000,C
3861000,C
3862000,C
3863000,C
3864000,C
3865000,C
3866000,C
3867000,C
3868000,C
387000,C
3870000,E
3873000,A
3874000,A
3875000,A
3876000,A
3877000,A
3878000,C
388000,C
389000,C
3893000,D
3894000,D
3898000,D
3899000,B
390000,C
3900000,A
3901000,E
3903000,E
3904000,E
3905000,E
3906000,E
3909000,D
391000,C
3910000,D
3911000,D
3912000,D
3913000,F
3914000,F
3915000,F
3917000,D
3918000,D
3919000,D
392000,C
3920000,D
3921000,D
3922000,D
3923000,D
3924000,D
3925000,D
3926000,D
39265000,D
3927000,D
3928000,D
3929000,D
393000,C
3930000,D
3931000,D
3932000,D
3933000,D
3934000,C
3935000,C
3936000,C
3937000,C
3938000,C
3944000,F
3947000,F
395000,F
3950000,A
3951000,A
3952000,A
3953000,A
3954000,A
3955000,A
3956000,A
3957000,A
3959000,A
396000,F
3960000,A
3961000,A
3962000,A
3963000,A
3964000,A
3965000,A
3966000,A
3967000,A
3968000,A
3969000,A
397000,F
3970000,A
3971000,A
3972000,A
3973000,A
3974000,A
3975000,A
3976000,A
3977000,A
3978000,A
3979000,A
398000,F
3980000,A
3981000,A
3982000,A
3983000,A
3984000,A
3986000,A
3987000,E
3989000,E
399000,F
3990000,E
3991000,A
3993000,D
3994000,D
3995000,F
3996000,D
400000,F
4006000,C
4007000,D
4008000,D
401000,F
4010000,D
4011000,D
4012000,D
4013000,D
4014000,D
4015000,D
4016000,D
4017000,D
4018000,D
4019000,D
402000,F
4020000,D
4021000,D
4022000,D
4023000,D
4024000,D
4025000,D
4026000,D
4027000,D
4028000,D
4029000,D
403000,F
4030000,D
4031000,D
4032000,D
4033000,D
4034000,D
4035000,D
4036000,D
4037000,D
4038000,D
4039000,D
404000,B
4041000,F
4042000,F
4043000,F
4044000,F
4045000,F
4046000,F
4047000,F
4048000,F
4049000,F
405000,B
4050000,F
4051000,F
4057000,B
4058000,B
4059000,B
406000,B
4061000,F
4062000,F
4065000,F
4066000,B
4067000,F
407000,B
4070000,F
4074000,F
4076000,F
408000,B
4080000,A
4081000,A
4082000,A
4083000,A
4084000,A
4085000,A
4086000,A
4087000,A
4088000,A
4089000,A
409000,B
4090000,A
4092000,A
4093000,A
4096000,A
4098000,A
4099000,A
410000,B
4100000,A
4101000,A
4102000,A
4103000,A
4104001,A
4104002,A
4105000,A
4106000,A
4107000,A
4108000,A
4109000,A
411000,B
4110000,A
4111000,A
4112000,A
4113000,A
4114000,A
4115000,A
4116000,A
4117000,A
4118000,A
4119000,C
412000,B
4120000,C
4121000,C
4122000,C
4123000,C
4124000,C
4125000,C
4126000,C
4127000,C
4128000,C
4129000,C
413000,B
4130000,C
4131000,C
4132000,C
4133000,C
4134000,F
4135000,F
4136000,F
4137000,F
4139000,D
414000,B
4140000,D
4141000,D
4142000,D
4149000,B
415000,B
4150000,C
415001,B
415002,B
4151000,C
4152000,C
4153000,C
4154000,C
4155000,C
4156000,C
4157000,C
4158000,C
4159000,C
416000,B
4160000,C
4161000,C
4164000,C
4165000,C
4166000,C
4167000,C
4168000,C
4169000,C
417000,B
4170000,C
4171000,C
4172000,C
4173000,C
4174000,C
4175000,C
4176000,C
4177000,C
4178000,C
4179000,C
4180000,C
4181000,C
4182000,C
4183000,C
4184000,C
4185000,C
4186000,C
4187000,C
4188000,C
4189000,C
419000,E
4190000,C
4191000,C
4192000,C
4194000,B
4195000,B
4196000,B
4197000,B
4198000,B
4199000,B
420000,E
4200000,B
4203000,B
4205000,B
4206000,D
4207000,F
4209000,B
421000,E
4210000,D
4211000,D
4212000,D
4213000,D
4214000,D
4215000,D
4216000,D
4217000,D
4218000,D
4219000,D
422000,C
4220000,D
4221000,D
4222000,D
4224000,D
4226000,A
4228000,D
4229000,D
423000,C
4230000,D
4231000,D
4233000,D
4234000,C
4235000,C
4236000,C
4237000,C
4238000,C
4239000,C
424000,C
4240000,C
4241000,C
4242000,F
4243000,F
4244000,F
4245000,F
4246000,F
4247000,F
4248000,F
4249000,F
425000,C
4252000,D
4253000,D
4254000,D
4255000,D
4256000,D
4257000,D
4258000,D
4259000,D
426000,C
4260000,D
4262000,B
4263000,D
4264101,D
4264201,D
4265101,D
4265201,D
4266101,D
4266201,D
4267101,D
4267201,D
4269000,D
427000,C
4270000,D
4271000,D
4272001,D
4272002,D
4272003,D
4273000,D
4274000,C
4275000,C
4276000,C
4277000,F
4278000,F
4279000,F
428000,C
4280000,F
4281000,F
4282000,F
4283000,B
4286000,A
4288000,A
429000,C
4290000,A
4291000,A
4292000,A
4293000,A
4294000,A
4295000,A
4296000,A
4297000,A
4298000,A
4299000,A
4300000,A
4301000,A
4302000,A
4303000,A
4304000,A
4305000,A
4306000,A
4308000,A
431000,F
4310000,E
4311000,A
4312000,A
4313000,A
4314000,A
4316000,C
4317000,C
4318000,E
4319000,E
432000,F
4320000,E
4321000,E
4322000,E
4329000,E
433000,F
4330000,E
4331000,E
4332000,D
4333000,F
4334000,F
4335000,F
4336000,F
4337000,F
4338000,F
4339000,F
434000,F
4340000,F
4341000,F
4342000,F
4343000,E
4344000,E
4345000,E
4346000,E
4347000,E
4348000,E
4349000,E
435000,F
4351000,E
4352000,E
4353000,D
4354000,D
4355000,D
436000,F
4362000,B
4363000,C
4364000,C
4369000,E
437000,F
4371000,E
4373000,D
4374000,F
4376000,D
4377000,D
4378000,D
4379000,D
438000,F
4380000,D
4381000,D
4382000,D
4383000,D
4384000,D
4385000,D
4386000,D
4388000,D
439000,F
4390000,D
4391000,D
4393000,D
4394000,D
4395000,D
4397000,E
4398000,E
4399000,E
440000,F
4400000,E
4401000,E
4402000,E
4403000,E
4404000,C
4405000,C
4406000,C
4407000,C
4408000,C
4409000,C
441000,F
4413000,E
4414000,F
4415000,F
4416000,D
4417000,D
4418000,D
4419000,D
442000,F
4421000,D
4422000,D
4423000,D
4424000,D
4425000,D
4426000,D
4427000,D
4428000,D
4429000,D
443000,F
4430000,D
4431000,D
4432000,D
4433000,D
4434000,D
4435000,D
4436000,D
4437000,D
4438000,D
4439000,D
444101,F
444102,F
4442000,D
444201,F
4443000,D
4448000,D
4449000,D
445000,F
4450000,D
4451000,D
4452000,D
4453000,D
4454000,D
4455000,D
4456000,D
4457000,D
446000,B
4462000,F
4463000,F
4464000,F
447000,B
4472000,F
4476000,F
4478000,D
4479000,E
448000,B
4480000,F
4481000,E
4482000,E
4483000,E
4484000,D
4485000,D
4486000,D
4487000,D
4488000,D
4489000,D
449000,B
4491000,D
4492000,D
4493000,D
4494000,D
4495000,D
4496000,D
4497000,D
4498000,D
4499000,D
450000,B
4500000,D
4502000,D
4505101,F
4507101,F
4507201,F
4508000,F
4509000,F
451000,B
4510000,F
4511000,F
4512000,F
4513000,F
4514000,F
4515000,F
452000,B
4520000,F
4522000,F
4523000,D
453000,B
4534000,E
4535000,E
454000,B
4544000,D
4547000,D
4548000,D
455000,B
4550001,D
4552000,E
4553000,E
4554000,E
4555000,E
456000,B
4564000,D
4565000,D
457000,B
4570000,B
4571000,B
4577000,F
4578000,D
458000,B
4580000,D
4582000,D
4586000,F
4587000,F
4588000,F
4589000,F
459000,B
4590000,F
4591000,F
4592000,F
4593000,F
4594000,F
4595000,A
4596000,D
4597000,D
4598000,D
4599000,D
460000,B
4600000,D
4601000,D
4606000,A
4607000,A
4608000,A
4609000,A
461000,C
4610000,A
4614000,E
4615000,E
4616000,D
4618000,D
4619000,D
462000,C
4620000,D
4621000,D
4622000,D
4623000,D
4624000,B
4626000,E
4627000,E
4628000,E
4629000,E
463000,C
4630000,E
4631000,E
4632000,E
4633000,E
4634000,E
4635000,E
4636000,E
4637000,E
4638000,E
4639000,E
464000,C
4640101,E
4640102,E
4640103,E
4640201,E
4641000,E
4642001,E
4643000,F
4644000,F
4645000,F
4648000,F
465000,C
4654000,F
4656000,F
4657000,F
4658000,F
4659000,F
466000,C
4663000,D
4664000,D
4665000,B
4667101,E
4667201,E
4668000,D
4669000,F
467000,C
4670000,F
4671000,F
4672000,F
4673000,F
4674000,F
4675000,F
4676000,F
4677000,F
4678000,F
4679000,F
468000,C
4680000,F
4681000,F
4682000,F
4683000,F
4684000,F
4685000,F
4686000,F
4691000,F
4693000,F
4694000,F
4695000,C
4696000,F
4697000,F
4698000,F
470000,F
4700000,E
4701000,E
4702000,E
4704000,E
4705000,E
471000,F
4710000,E
4712000,D
4713000,D
4715000,F
472000,F
4720000,E
4721000,E
4723000,F
4724000,F
4725000,F
4726000,F
4727000,F
4729000,F
473000,F
4730000,F
4731000,F
4734000,F
4735000,F
4736000,D
4737000,D
4738000,D
4739000,D
474000,F
4740000,D
4741000,D
4742000,D
4743000,D
4744000,D
4745000,D
4746000,D
4747000,D
4748000,D
4749000,D
475000,F
4750000,D
4751000,D
4752000,D
4753000,D
4754000,D
4755000,D
4756000,D
4757000,D
4758101,D
4759000,D
476000,F
4760000,D
4761000,D
4762000,D
4763000,D
4764000,D
4765000,D
4766000,D
4767000,D
4768000,D
4769000,D
477000,F
4770000,D
4771000,D
4772000,D
4773000,F
4774201,D
4776102,D
4777101,D
4777201,D
4778101,D
4778201,D
4779101,D
478000,F
4780101,D
4780201,D
4781101,D
4782101,D
4783101,D
4784101,D
4786000,E
4787000,F
4788000,C
4789000,F
4794000,D
4795000,D
4796000,D
4797000,C
4798101,C
4798201,C
4799101,C
4799201,C
480000,B
4800101,C
4800201,C
4801101,C
4801201,C
4802101,C
4802201,C
4803101,C
4803201,C
4804101,C
4804201,C
4805101,C
4805201,C
4806101,C
4806201,C
4807101,C
4807201,C
4808101,C
4808201,C
4809101,C
4809201,C
481000,B
4810101,C
4810201,C
4811101,C
4811201,C
4812102,C
4812201,C
4813101,C
4813201,C
4814101,A
4814201,A
4815101,A
4815201,A
4816101,A
4816201,A
4817101,A
4817201,A
4818101,A
4818201,A
4819000,A
4820000,A
4821000,A
4822000,A
4823000,A
4824000,A
4825000,A
4826000,A
4827000,A
4828000,A
4829000,A
483000,B
4830000,A
4831000,A
4832000,A
4833000,A
4834000,A
4835000,A
4837000,B
4838000,B
484000,B
4840000,E
4841000,E
4843000,B
4844000,B
4845000,B
4846201,B
485000,B
486000,B
4861102,D
4861201,D
4862101,D
4862201,D
4863101,D
4863201,D
4864101,D
4864201,D
4865101,D
4865201,D
4866101,D
4866201,D
4867101,D
4867201,D
4868101,D
4868102,D
4868201,D
4869101,D
4869201,D
487000,B
4870101,D
4870201,D
4871101,D
4871201,D
4872101,D
4872201,D
4873101,D
4873201,D
4874101,D
4874201,D
4875101,D
4875201,D
4876101,D
4876201,D
4877101,D
4877201,D
4878101,D
4878201,D
4879101,D
4879201,D
488000,B
4880101,D
4880201,D
4881101,D
4881201,D
4882101,D
4882201,D
4883101,D
4883201,D
4884101,D
4884201,D
4885101,D
4885201,D
4886101,D
4886201,D
4887101,D
4887201,D
4888101,D
4888201,D
4889101,D
4889201,D
489000,B
4890101,D
4890201,D
4891000,D
4897001,E
4898000,E
4899000,E
490000,B
4900000,E
4907000,E
4908000,E
491000,B
4911000,E
4913000,F
4914000,F
4915000,F
4916000,F
4917000,F
4918000,F
4919000,F
492000,C
4920000,F
4921000,F
4922000,F
4923000,F
4924000,F
4925000,F
4929000,B
493000,C
4930000,B
4931000,B
4934000,D
4935000,D
4936000,E
4938000,E
494000,C
4940000,D
4941000,D
4942000,D
4943000,D
4944000,D
4945000,D
4946000,D
4947000,D
4948000,D
4949000,D
495000,C
4950000,D
4951000,D
4952000,D
4953000,D
4954000,D
4955000,D
4956000,D
4957000,D
4958000,D
4959000,D
496000,C
4960000,D
4961000,D
4962000,D
4964000,C
4965000,F
4966000,E
4967000,E
497000,C
4970000,A
4971000,A
4972000,A
4973000,A
4976000,E
4977000,E
4978101,B
4978102,B
4978201,B
4979000,B
498000,C
4980000,B
4981000,B
4982000,B
4983000,D
4984000,C
4985000,C
4986000,C
4987000,C
4988000,C
4989000,C
499000,C
4990000,C
4991000,D
4992000,D
4993000,C
4994000,C
4995000,D
4996101,E
4996201,E
4997000,D
4998000,D
4999000,D
500000,F
5000000,D
5001000,D
5002000,D
5003000,D
5004000,D
5005000,D
5006000,D
5007000,D
5008000,D
5009000,D
501000,F
5011000,D
5012000,D
5013000,D
5018000,D
5019000,D
502000,F
5020000,D
5021000,D
5022000,D
5024000,D
5025000,D
5026000,D
5027000,D
5028000,D
5029000,D
503000,F
504000,F
5042000,E
5047000,F
5048000,F
5049000,F
505000,F
5050000,F
5054000,B
5057000,B
5058000,B
5059000,B
506000,F
5060000,B
5061001,B
5061002,B
5062000,B
5063000,B
5064000,B
5065000,B
5066000,B
5067000,B
5068000,B
5069000,C
507000,F
5070000,C
5071000,C
5072000,C
5073000,C
5074000,C
5075000,C
5076000,C
5077000,C
5078000,F
5079000,F
508000,B
