CNN,zone
12559201,A
1256000,D
12560101,A
12561101,A
12561201,A
12562101,A
12562201,A
12563000,A
12564000,F
12565000,F
12566000,F
12569000,E
1257000,D
12570000,E
12571000,E
12572000,E
12573000,E
12574000,E
12575000,E
12576000,E
12577000,E
12578000,E
1258000,D
12584000,D
12586000,D
12587000,E
12588000,E
12589000,E
1259000,D
12592000,E
12594000,E
12595000,E
12596000,E
12599000,E
126000,C
1260000,D
12606000,F
12607000,F
12608000,F
12609000,F
1261000,D
12610000,D
12611000,D
12613000,F
12614000,F
12615000,D
12617000,E
12618000,E
12619000,E
1262000,D
12620000,E
12621000,E
12625000,E
12628000,E
12629000,A
1263000,D
12630000,E
12631000,D
12632000,D
12633000,D
12634000,D
12635000,D
12636000,D
12637000,D
12638000,D
12639000,D
1264000,D
12640000,D
12641000,D
12642000,D
12644000,D
12645000,D
12646000,D
12647000,E
12648000,E
12649000,E
1265000,D
12650000,E
12651000,E
12652000,E
12654000,B
12655000,B
12656000,B
12657000,B
12658000,B
12659000,B
1266000,D
12660000,B
12661000,B
12662000,B
12663000,B
12664000,B
12665000,B
12666000,B
12668000,E
1267000,D
12671000,B
12677000,B
12678000,B
12679000,B
1268000,D
12682000,D
12683000,D
12684000,D
12685000,D
12686000,D
12687000,D
12688000,D
12689000,D
1269000,D
12690000,D
12691000,D
12692000,D
12694000,A
12698000,E
12699000,E
127000,F
1270000,D
12700000,E
12701000,E
12702000,E
12703000,E
12704000,E
12705000,E
12706000,E
12708000,D
12709000,E
1271000,D
12710000,E
12712000,E
12713000,E
12714000,E
12715001,E
12715002,E
12717000,B
12718000,B
12719000,B
1272000,D
12720000,B
12722000,B
12723000,B
12724000,B
12725000,B
12726000,B
12727000,C
12728000,C
12729000,C
1273000,D
12730000,C
12731000,C
12732000,C
12733000,C
12734000,C
12735000,C
12736000,C
12737000,C
12738000,C
12739000,C
1274000,D
12740000,C
12741000,C
12742000,C
12743000,C
12744000,C
12745000,C
12746000,C
12747000,C
12748000,C
12749000,C
1275000,D
12750000,C
12751000,C
12752000,C
12755000,E
12756000,D
12757000,D
1276000,D
12762000,D
12763000,F
1277000,D
12775000,F
12776000,F
12777000,F
12778000,F
12779000,F
1278000,D
12780000,F
12781000,F
12782000,F
12783000,F
12784000,F
12785000,F
12786000,F
12787000,F
12788000,F
12789000,F
1279000,D
12790000,F
12791000,F
12792000,F
12793000,F
12794000,F
12795000,F
12796000,F
12797000,F
12798000,F
12799000,F
128000,F
1280000,D
12800000,F
12801000,F
12802000,F
12803000,F
12804000,F
12805000,F
12806000,F
12807000,F
12809000,F
1281000,D
12810000,F
12811000,F
12816000,F
12817000,F
12818000,F
1282000,D
12821000,F
12823000,F
12824000,F
12825000,F
12827000,E
12828000,E
12829000,E
1283000,D
12832000,A
12833000,A
12834000,A
12835000,A
12836000,A
12837000,A
12838000,A
12839000,A
1284000,D
12840000,A
12841000,A
12842000,A
12843000,A
12844000,A
12845000,A
12846000,A
12848000,A
1285000,D
12850000,A
12851000,A
12852000,A
12853000,A
12854000,A
12855000,A
12856000,A
12857000,A
12858000,A
12859000,A
1286000,D
12860000,A
12861000,A
12862000,A
12863000,A
12864000,A
12865000,A
12866000,A
12867000,A
12868000,A
12869000,A
1287000,D
12870000,A
12871000,A
12872000,A
12873000,A
12874000,A
12875000,A
12876000,A
12877000,A
12878000,A
12879000,D
12880000,D
12881000,D
12882000,D
12883000,D
12884000,D
12885000,D
12886000,D
12887000,D
12889000,D
1289000,C
12893000,F
12894000,C
129000,B
1290000,C
1291000,C
12910000,D
12911000,D
12918000,F
12919000,F
1292000,C
12922000,F
1293000,C
1294000,C
1295000,C
12954000,F
12956000,F
12957000,F
12958000,F
12959000,F
1296000,C
12960000,F
12961000,F
12962000,F
12963000,F
1297000,C
1298000,F
1299000,F
130000,B
1300000,F
13006000,F
13007000,F
13008000,F
13009000,F
1301000,F
13010000,F
13011000,F
13012000,F
13014000,F
13015000,D
13016000,D
13017000,F
1302000,F
13020000,D
1303000,F
13036000,E
13037000,E
13038000,E
13039000,E
1304000,F
13040000,E
13044000,E
13045000,E
13046000,E
13047000,F
13048000,F
13049000,F
1305000,F
13050000,F
13052101,B
13052201,B
13053000,B
13054000,B
13055000,B
13056000,B
13057001,B
13057002,B
13058000,B
13059000,B
13060000,D
13061000,D
13062000,D
13063000,D
13064000,D
13065000,D
13066000,D
13067000,D
13068000,D
13069000,D
1307000,F
13070000,D
13071000,D
13072000,D
13073000,D
13074000,D
13075000,D
13076000,D
13077000,D
13078000,F
1308000,F
13080000,A
13081000,A
13082000,A
13083000,A
13084000,A
13085000,A
13087000,A
13087001,A
13088000,A
13089001,A
13089002,A
1309000,F
13090000,A
13091000,A
13092000,A
13094000,A
13095000,A
13096000,A
13097000,A
13098000,A
13099000,A
13099001,A
13099002,A
1310000,F
13100000,A
13101000,A
13102000,A
13103000,A
13104000,A
13105000,A
13106000,A
13107000,A
13108000,A
13109000,A
1311000,F
13110000,A
13111000,A
13112000,A
13113000,A
13114000,A
13115000,A
13116000,A
13117000,A
13118000,A
13119000,A
1312000,F
13120000,A
13121000,A
13122000,A
13123000,A
13124101,F
13124201,F
13125000,D
13126000,D
13127000,D
13128000,D
13129000,D
1313000,F
13130000,D
13131000,D
13132000,E
13133000,E
13134000,E
13135000,A
13137000,D
1314000,F
13140000,E
13141000,E
13142000,E
13143103,B
13143201,B
13144101,B
13144201,B
13145101,B
13145201,B
13145202,B
13146101,B
13146201,B
13147101,B
13147201,B
13147202,B
13148101,B
13148201,B
13148202,B
13149101,B
13149102,B
13149201,B
13150101,B
13150102,B
13150201,B
13150202,B
13151101,B
13151102,B
13151201,B
13151202,B
13152101,B
13152102,B
13152201,B
13152202,B
13153201,B
13153202,B
13154101,B
13154102,B
13154201,B
13154202,B
13155101,A
13155102,A
13155201,A
13155202,A
13156101,A
13156102,A
13156201,A
13156202,A
13157101,A
13157201,A
13158101,A
13158201,A
13159101,A
13159201,A
13160101,A
13160201,A
13161101,A
13161201,A
13162101,A
13162201,A
13163101,A
13163201,A
13164101,A
13164201,A
13165101,A
13165201,A
13166101,A
13166201,A
13167101,A
13167201,A
13168101,A
13168201,A
13169101,A
13169201,A
1317000,E
13170101,A
13170201,A
13171101,A
13171201,A
13172101,A
13172201,A
13173101,A
13173201,A
13174101,A
13174201,A
13175000,A
13179000,A
1318000,E
13181000,F
13182000,F
13183000,F
13184000,F
13185000,F
13186101,F
13186201,F
13188000,C
13189000,E
1319000,E
13190000,E
13191000,E
13192000,E
13195000,E
13196000,E
13199000,F
132000,B
1320000,E
13200000,F
13201000,F
13202000,F
13204000,E
13208000,E
13209000,E
1321000,E
13211000,E
13212000,E
13213000,E
13214000,E
13215000,E
13216001,E
13216002,E
13217000,E
1322000,E
13221000,E
13222000,E
13226000,F
13229000,F
1323000,E
13230000,F
13231000,F
13232000,F
13233000,F
13234000,E
13236000,F
13238000,F
13239000,F
1324000,E
13240000,F
13241000,F
13242000,F
13243000,F
13244000,F
13245000,F
13246000,F
13248000,F
13249000,F
1325000,E
13250000,F
13251000,F
13253000,F
13254000,F
13255000,F
13256000,F
13257000,F
13258000,F
13260000,F
13264000,F
13265000,F
13267000,F
13269000,F
1327000,E
13274000,F
13275000,D
13276000,D
13277000,D
13278000,D
13279000,D
1328000,E
13284000,F
13285000,F
13286000,F
13287000,F
1329000,E
13291201,F
13293201,F
13294201,F
13297000,E
13298000,E
13299000,E
133000,B
1330000,D
13300000,E
13301000,E
13302000,E
13303000,E
13304000,E
13305000,E
13306000,E
1331000,D
13311000,D
13312000,D
13313000,D
13314000,D
13315000,D
13316000,D
13317000,D
13319000,E
1332000,D
13320000,E
13321000,E
13326000,E
13328000,E
1333000,D
13331000,E
13333000,D
13336000,F
1334000,D
13341000,D
13343000,F
13344000,E
1335000,D
13356000,E
13357000,E
13359000,B
1336000,D
13360000,C
13361000,C
13362000,C
13363000,C
13364000,C
13365000,C
13366000,C
13367000,C
13368000,C
13369000,C
1337000,D
13370000,C
13371000,C
13372000,C
13373000,C
13374000,C
13375000,C
13376000,C
13377000,C
13378000,C
13379000,C
1338000,D
13380000,C
13381000,C
13382000,C
13383000,C
13384000,C
13385000,C
13386000,D
13387000,A
13388000,D
13389000,F
1339000,D
13393000,E
13398000,F
134000,B
1340000,D
13400000,F
13401000,F
13402000,B
13403000,A
13404000,A
13405000,A
13406000,A
13407000,A
13408000,A
13409000,A
1341000,D
13410000,A
13411000,A
13413000,A
13418000,A
13419000,A
1342000,D
13420000,A
13422000,A
13423000,A
13424000,A
13425000,A
13426000,A
13427000,A
13428000,A
13429000,A
1343000,D
13430000,A
13431000,A
13432000,A
13433000,A
13434000,A
13435000,A
13436000,A
13437000,A
13438000,A
13439000,A
1344000,D
13440000,A
13441000,A
13442000,A
13443000,A
13444000,A
13445000,C
13446000,C
13447000,C
13448000,C
13449000,C
1345000,D
13450000,C
13451000,C
13452000,C
13455000,E
13456000,E
13457000,E
13458000,E
1346000,D
13461000,F
13462000,E
13464000,A
13465000,A
13466000,F
13467000,F
13468000,F
13469000,F
1347000,D
13470000,F
13471000,F
13472000,F
13475000,F
13479000,F
1348000,D
13483000,F
13484000,F
13487000,F
13488000,F
1349000,D
13491000,F
13494000,F
13496000,F
13498000,F
13499000,F
135000,B
1350000,D
13500000,F
13501000,F
13503000,D
13504000,D
13505000,D
13506000,D
13507000,D
13508000,D
13509000,D
1351000,D
13510000,D
13511000,D
13512000,D
13513000,D
13514000,D
13515000,D
13519000,C
1352000,D
13520000,C
13521000,C
13522000,C
13523000,C
13524001,C
13524002,C
13525000,C
13526000,C
13527000,C
13528001,C
13528002,C
13529000,C
1353000,D
13530101,C
13530201,C
13531101,C
13531201,C
13532101,C
13532201,C
13533101,C
13533201,C
13534101,C
13534201,C
13535101,C
13535201,C
13536101,C
13536201,C
13537101,C
13537201,C
13538101,C
13538201,C
13539101,C
13539201,C
1354000,D
13540101,C
13540201,C
13541101,A
13541201,A
13542000,A
13543000,A
13544000,A
13545000,A
13546000,A
13547000,A
13548000,A
13549000,A
1355000,D
13550000,A
13551000,A
13552000,A
13553000,A
13554000,A
13555000,A
13556000,A
13557000,A
13558000,A
13559000,A
1356000,D
13560000,A
13561000,A
13562000,A
13563000,A
13564000,A
13565000,A
1357000,D
13570000,B
13571000,B
13573000,A
13574000,C
13575000,E
13577101,F
13577201,F
13578101,F
13578201,F
13579101,F
13579201,F
1358000,D
13580101,F
13580201,F
13581000,D
13582000,E
13583000,F
13584000,F
13585000,F
13586000,F
13588000,F
13589000,F
1359000,D
13590000,F
13591000,F
13594000,E
13596000,E
13597000,E
13598000,E
13599000,F
136000,B
1360000,D
13600000,F
13605000,A
13606000,E
13608000,D
13609000,D
1361000,D
13610000,D
13611000,E
13612000,E
13613000,E
13614000,E
13615000,E
13616000,E
13617000,E
13618000,E
13619000,E
1362000,D
13620000,E
13621000,E
13622000,E
13623000,E
13626000,E
13627000,E
13628000,E
13629000,E
1363000,D
13630000,E
13631000,D
13632000,D
13633000,F
13634000,F
13635000,F
13636000,F
13637000,F
13638000,F
13639000,F
1364000,D
13641000,F
13642000,F
13643000,F
13644000,F
13645000,F
13646000,C
13647000,C
13648000,C
13649000,C
1365000,D
13650000,C
13652000,E
13653000,E
13656000,E
13658000,E
13659000,E
1366000,D
13661000,F
13663000,B
13664000,B
13666000,C
13668000,A
13669000,A
1367000,D
13670000,F
13671000,F
13672000,E
13673000,E
13674000,E
13675101,E
13675201,E
13677000,D
13678000,D
13679000,D
1368000,D
13680000,D
13686101,F
1369000,C
13692000,E
13693000,E
13694000,E
13695000,E
13696000,E
13697000,E
13698000,E
137000,B
1370000,C
13700000,E
13701000,E
13704000,C
13705000,C
13706000,C
13707000,F
1371000,C
13710000,F
13711000,F
13712201,F
13714201,F
13715201,F
13716201,F
13717101,F
13717201,F
13718000,B
13719000,D
1372000,C
13720000,D
13722000,D
13723000,D
13724000,D
13725000,D
13726000,D
13727000,D
13728000,D
13729000,D
1373000,C
13730000,D
13731000,D
13732000,D
13735000,D
13736000,D
1374000,C
13740000,D
13741000,D
13742000,D
13743000,D
13746000,F
13747000,F
13748000,F
1375000,C
13751000,F
13752000,F
13753000,F
13754000,F
13755000,F
13759000,F
1376000,C
13760000,F
13764000,F
13766000,D
13767000,D
13768000,D
13769000,D
1377000,C
13770000,D
13771000,D
13772000,D
13773000,D
13774000,D
13775000,D
13776000,D
13777000,D
1378000,C
13780000,E
13781000,E
13782000,E
13784000,E
13786000,E
13787000,D
13788000,D
1379000,C
13792000,D
13793000,B
13794000,B
13795000,B
13797000,F
138000,B
1381000,F
1382000,F
1383000,F
1384000,F
1385000,F
1386000,F
1387000,F
1388000,F
1389000,F
139000,B
1390000,F
1391000,F
1392000,F
1393000,F
1395000,F
1396000,F
140000,B
1400001,E
14001000,E
14002000,E
14003000,E
14004000,E
14005000,E
14006000,E
14008000,E
14009000,E
14010000,E
1403000,E
1405000,E
1406000,E
1407000,E
1408000,E
1409000,E
141000,B
1410000,E
1411000,E
1413000,E
1415000,E
1416000,E
1417000,E
1418000,E
142000,B
1420000,E
1421000,E
1422000,E
14229000,B
1423000,D
1424000,D
1425000,D
1426000,D
1427000,D
1428000,D
1429000,D
143000,B
1430000,D
1431000,D
1432000,D
1433000,D
1434000,D
1435000,D
1436000,D
1437000,D
1438000,D
1439000,D
144000,B
1440000,D
1441000,D
1442000,D
1443000,D
1444000,D
1445000,D
1446000,D
1447000,D
1448000,D
1449000,D
145000,B
1450000,D
1451000,D
1452000,D
1453000,D
1454000,D
1455000,D
1456000,D
1457000,D
1458000,D
1459000,D
146000,B
1460000,D
1461000,D
1463000,C
1465000,C
1466000,C
1467000,C
1468000,C
1469000,C
147000,B
1470000,C
1471000,C
1472000,C
1473000,C
1474000,C
1475000,C
1476000,C
1477000,F
1478000,F
1479000,F
148000,B
1480000,F
1481000,F
1482000,F
1483000,F
1484000,F
1485000,F
1486000,F
1487000,F
1488000,F
1489000,F
1490000,F
1491000,F
1498000,E
1499000,E
150000,C
1500000,E
15000000,E
15001000,E
15002000,E
15003000,E
15007000,E
1501000,E
15013000,E
15014000,E
15017101,E
15017201,E
15018101,E
15018201,E
15019201,E
15020101,E
15020201,E
15021201,E
15022101,E
15022201,E
15023102,E
15023203,E
15024000,E
15025000,E
15026000,E
15027000,E
15028000,E
15029000,E
15030000,E
15031000,E
15032000,E
15033000,E
15034000,E
1504000,E
15041000,E
15045000,E
15048000,E
15049000,E
1505000,E
1506000,E
1507000,E
1508000,E
15082000,A
15086001,E
1509000,E
151000,C
1510000,D
15101000,A
15106101,F
15106102,F
15106103,F
15106201,F
15106202,F
15108000,E
1511000,D
1512000,D
1513000,D
1514000,D
15146000,E
15147000,E
15148000,E
15149000,E
1515000,D
15150000,E
15151000,E
15153000,E
15154000,E
15155000,E
15156000,E
1516000,D
15161101,E
1517000,D
15173000,A
1518000,D
15188000,E
15189000,E
1519000,D
15190000,E
15191000,E
15192000,E
15198000,F
15199000,A
152000,C
1520000,D
1521000,D
1522000,D
1523000,D
1524000,D
1525000,D
1526000,D
1527000,D
1528000,D
1529000,D
153000,C
1530000,D
1531000,D
1532000,D
1533000,D
1534000,D
1535000,D
1536000,D
1537000,D
1538000,D
1539000,D
154000,C
1540000,D
1541000,C
1542000,C
1543000,C
1544000,C
1545000,C
1546000,C
1547000,C
1548000,C
1549000,C
155000,C
1550000,C
1551000,F
1552000,F
1553000,F
1554000,F
1555000,F
1556000,F
1557000,F
1558000,F
1559000,F
156000,C
1560000,F
1561000,F
1562000,F
1563000,D
1564000,D
1565000,D
1566000,D
1567000,D
1568000,D
1569101,D
1569201,D
157000,C
1570000,D
1571000,D
1572000,D
1573000,D
1574000,C
1575000,C
1576000,C
1577000,C
1578000,C
1579000,C
158000,C
1580000,C
1581000,C
1582000,C
1583000,F
1584000,F
1585000,F
1586000,F
1587000,F
1588000,F
1589000,F
1590000,F
1591000,F
1592000,F
1593000,F
1594000,F
1595000,F
1596000,F
1597000,F
1599000,D
160000,F
1600000,D
1601000,D
1602000,D
1603000,D
1604000,D
16044000,D
1605000,D
1606000,C
1607000,C
1608000,C
1609000,C
161000,F
1610000,C
1611000,C
1612000,C
1613000,C
1614000,F
1615000,F
1616000,F
1617000,F
1618000,F
1619000,F
162000,F
1620000,F
1621000,F
1622000,F
1623000,F
1624000,F
1625000,F
1626000,F
1627000,F
1628000,D
1629000,D
163000,B
1630000,D
1631000,D
1632000,D
1633000,D
1634000,D
1635000,D
1636000,D
1637000,C
1638000,C
1639000,C
164000,B
1640000,C
1641000,C
1642000,C
1643000,C
1644000,C
1645000,C
1648000,F
1649000,F
165000,B
1650000,F
1651000,F
1652000,F
1653000,F
1654000,F
1655000,F
1656000,F
1658000,F
1659000,F
166000,B
1660000,F
1661000,F
1664000,D
1665000,D
1666000,D
1667000,D
1668000,D
1669000,D
167000,B
1670000,D
1671000,D
1672000,D
1673000,D
1674000,D
1675000,D
1676000,D
1677000,D
1678000,C
1679000,C
168000,B
1680000,C
1681000,C
1682000,C
1683000,F
1684000,F
1685000,F
1686000,F
1687000,F
1688000,F
1690000,F
1692000,F
1693000,F
1694000,F
1695000,F
1696000,F
1697000,F
1699000,C
170000,B
1700000,C
1701000,C
1702000,C
1703000,C
1704000,C
1705000,C
1706000,C
1707000,F
1708000,F
1709000,F
171000,B
1710000,F
1711000,F
1712000,F
1713000,F
1714000,F
1715000,F
1716000,F
1717000,F
1718000,F
1719000,F
172000,B
1720000,F
1721000,C
1722000,C
1723000,C
1724000,C
1725000,C
1726000,F
1727000,F
1728000,F
1729000,F
1730000,F
1731000,F
1732000,F
1733000,F
1734000,F
1735000,F
1736000,F
1737000,F
1738000,F
1739000,F
174000,B
1740000,F
1741000,C
1742000,C
1743000,C
1744000,C
1745000,C
1746000,F
1747000,F
1748000,F
1749000,F
1750000,F
1751000,F
1752000,F
1753000,F
1754000,F
1755000,F
1756000,F
1757000,F
1758000,F
1759000,F
176000,B
1760000,F
1761000,F
1762000,F
1763000,F
1764000,C
1765000,C
1766000,C
1767000,C
1768000,C
1769000,F
177000,B
1770000,F
1771000,F
1772000,F
1773000,F
1774000,F
1775000,F
1776000,F
1777000,F
1778000,F
1779000,F
178000,B
1780000,F
1781000,F
1782000,F
1783000,F
1784000,F
1785000,F
1786000,F
1787000,C
1788000,C
1789000,C
179000,B
1790000,C
1791000,C
1792000,C
1793000,C
1794000,C
180000,B
1801000,F
1802000,F
1803000,F
1804000,F
1805000,F
1806000,F
1807000,F
1808000,F
1809000,F
181000,E
1810000,F
1811000,F
1812000,F
1813000,F
1814000,F
1815000,F
1816000,F
1817000,F
1818000,F
1819000,C
1820000,C
1821000,C
1822000,C
1823000,C
1824000,C
1825000,F
1826000,F
1827000,F
1828000,F
1829000,F
1830000,F
1831000,F
1832000,F
1833000,F
1834000,F
1835000,F
1836000,F
1837000,F
1838000,F
1839000,F
1840000,F
184001,E
1841000,F
184101,E
1842000,F
184201,E
1843000,C
1844000,C
1845000,C
1846000,C
1847000,C
1848000,C
1849000,C
1850000,C
1851000,F
185101,E
185102,E
185104,E
185105,E
1852000,F
185201,E
185202,E
185204,E
185206,E
185207,E
185208,E
1853000,F
1854000,F
1855000,F
1856000,F
1857000,F
1859000,F
1860000,F
1861000,F
186101,E
1862000,F
186201,E
1864000,C
1865000,C
1866000,C
1867000,C
1868000,C
1869000,F
1870000,F
1871000,F
187101,E
1872000,F
187201,E
1873000,F
1874000,F
1875000,F
1876000,F
1877000,F
1878000,F
1879000,F
188101,E
188201,E
1884000,C
1885000,C
1886000,C
1887000,C
1888000,C
1889000,F
1890000,F
1891000,F
189101,E
1892000,F
189201,E
1893000,F
1894000,F
1895000,F
1897000,F
1899000,F
1900000,F
190101,E
190201,E
1903000,C
1905000,C
1906000,C
1907000,C
1908000,C
19081001,E
19082001,E
19089000,C
1910000,F
1911000,F
191101,E
1912000,F
191201,E
19121001,E
19122001,E
19123001,E
1913000,F
19131001,E
19132000,E
1914000,F
1915000,F
1916000,F
1917000,F
1918000,F
1919000,F
19198000,A
1920000,F
1921000,F
192101,E
1922000,F
192201,E
1923000,F
1924000,F
19248000,E
1926000,C
1928000,C
1929000,C
19298000,E
1930000,C
1931000,C
193101,E
1932000,F
193201,E
1933000,F
1934000,F
1935000,F
1936000,F
1937000,F
1938000,F
1939000,F
19397001,E
19404001,E
19405001,E
19405002,E
1941000,F
194101,E
19415001,E
1942000,F
194201,E
1943000,F
1944000,F
1946000,F
1948000,C
1949000,C
1950000,C
1951000,C
195101,E
1952000,C
195201,E
1953000,C
1954000,F
19541000,F
1955000,F
1956000,F
1957000,F
1958000,F
1959000,F
196000,E
1963000,F
1964000,F
1965000,F
1966000,F
19665000,C
1967000,F
1968000,F
1970000,C
1971000,C
1972000,C
197201,E
1973000,C
1974000,C
1975000,C
1976000,F
1977000,F
1978000,F
1979000,F
19792000,D
1980000,F
198101,E
1982000,F
198201,E
19828001,E
19829002,E
1983000,F
19834000,F
1984000,F
1985000,F
1986000,F
1987000,F
1988000,F
1989000,F
1990000,F
1991000,F
199101,E
1992000,C
199201,E
1993000,C
19934000,E
19936000,D
1994000,C
19945000,C
1995000,C
1996000,C
19963000,C
19967000,C
1997000,C
19970000,D
19971000,D
1998000,F
19980000,E
19981000,E
19982000,E
19983000,E
19984000,E
19986000,E
19987000,E
19988000,E
19989000,E
1999000,F
19990000,E
19991101,E
19991201,E
19992000,E
19994000,E
19995000,E
19996000,E
19997000,E
19998000,E
2000000,F
20003000,E
2001000,F
200101,E
2002000,F
200201,E
200202,E
2003000,F
2004000,F
2005000,F
2006000,F
2007000,F
2008000,F
201000,E
2010000,F
2012000,F
2013000,F
2014000,C
2015000,C
2016000,C
2017000,C
2018000,C
2019000,C
2020000,F
2021000,F
202101,E
2022000,F
202201,E
2023000,F
2024000,F
2025000,F
2027000,F
2028000,F
2029000,F
2030000,F
2031000,F
203101,E
2032000,F
203201,E
2033000,F
2034000,F
2035000,F
2036000,C
2037000,C
2038000,C
2039000,C
2040000,C
2041000,C
204101,E
204201,E
2043000,F
2044000,F
2045000,F
2046000,F
2047000,F
2049000,F
2050000,F
2051000,F
205101,E
2052000,F
205201,E
2053000,F
2054000,F
2055000,F
2057000,F
2058000,F
2059000,F
2060000,C
2061000,C
206102,E
2062000,C
206201,E
2063000,C
2064000,C
2065000,C
2066000,F
2067000,F
2068000,F
2069000,F
2070000,F
2071000,F
207101,E
2072000,F
207201,E
2073000,F
2074000,F
2075000,F
2076000,F
2077000,F
2078000,F
2080000,F
2081000,F
208101,E
208201,E
2088000,B
2089000,B
2090000,B
209101,E
209201,E
2093000,D
2094000,D
2095000,D
2097000,F
2098000,F
2101000,F
210101,E
210201,E
2103000,D
2104000,F
2105000,F
2107000,B
2108000,B
2109000,D
2110000,D
2111000,D
211101,E
2112000,D
211201,E
2113000,D
2114000,D
2115000,D
2116000,D
2117000,D
2118000,D
2119000,D
2120000,D
2121000,D
212101,E
2122000,D
212201,E
2123000,D
2124000,D
2125000,D
2126000,D
2127000,D
2128000,D
2129000,A
2131000,E
213101,E
2132000,E
213201,E
2133000,E
2135000,E
2136000,E
2137000,B
2138000,B
2140000,B
214101,E
214201,E
2144000,B
2145000,D
2146000,D
215101,E
215201,E
2155000,D
2157101,D
2157201,D
2157202,D
2157203,D
2158101,F
2158201,D
2159101,F
2159201,D
2160101,F
2160201,F
216101,E
2161101,F
2161201,D
216201,E
2162101,F
2162201,F
2163101,F
2163201,F
2164101,F
2164102,F
2164201,F
2165101,F
2165102,F
2165103,F
2165201,F
2166101,F
2166201,F
2167101,F
2167102,F
2167201,F
2168101,F
2168201,F
2168202,F
2169101,F
2169201,F
2170102,F
2170103,F
2170201,F
2170202,F
2171101,F
2171201,F
2172101,F
2172201,F
2173101,F
2173201,F
2174101,F
2174201,F
2175101,F
2175201,F
2175202,F
2176101,F
2176102,F
2176201,F
2177101,F
2177102,F
2177201,F
2178101,F
218101,E
2181101,F
2181102,F
218201,E
2182101,F
2182201,F
2183101,F
2183102,F
2183201,F
2184101,F
2184201,F
2184202,F
2185101,F
2185102,F
2185201,F
2189000,A
2190000,A
2191000,A
219101,E
2192000,A
219201,E
2196000,E
2197000,E
2198000,E
2199000,E
2201000,F
220102,E
2202000,F
220201,E
2203000,F
2204000,F
2205000,F
2206000,C
2207000,F
2208000,F
2209000,F
2211000,E
221101,E
221201,E
2213000,E
2214000,E
2215000,E
2217000,E
2219000,C
2220000,D
2221001,A
2221002,A
222101,E
2222000,A
222201,E
2223000,C
2224000,F
2225000,F
2226000,D
2227000,D
2228000,D
2229000,D
2230000,D
2231000,D
223201,E
22339000,D
224101,E
2242000,D
224201,E
2243000,E
2244000,E
2245000,E
2246000,E
2247000,E
2248000,E
2249000,E
2250000,E
2251000,E
225101,E
225102,E
225201,E
2253000,D
2255000,D
2257000,D
2260000,D
226101,E
2262000,D
226201,E
2263000,D
2264000,D
2265000,D
2267000,D
2268000,D
2269000,D
2270000,D
2271000,D
227102,E
227103,E
2272000,D
227201,E
2273000,D
2274000,D
2275000,D
2276000,D
2277000,D
2278000,D
2279000,D
2280000,D
2281000,D
228101,E
2282000,D
228201,E
2283000,D
2284000,D
2285000,D
2286000,D
2287000,D
2288000,D
2291000,E
229101,E
2292000,E
229201,E
2296000,C
230101,E
2302000,B
230201,E
230202,E
2303000,B
2305000,C
2306000,C
2307000,C
2308000,C
2309000,C
2310000,C
2311000,C
231101,E
2312000,C
231201,E
2314000,C
2315000,C
2316000,C
2317000,C
2318000,C
2319000,C
2320000,C
2321000,C
232101,E
2322000,C
232201,E
2323000,C
2324000,C
2325000,C
2326000,C
2327000,C
2328000,C
2329000,C
2330000,C
2331000,C
233101,E
2332000,C
233202,E
2333000,C
2334000,C
2335000,C
2336000,C
2337000,C
2338000,C
2339000,C
2340000,C
2341000,C
2342000,C
2343000,C
2344000,C
2345000,C
2346000,C
2347000,C
2348000,C
2349000,C
2350000,C
2351000,C
2352000,C
2353000,C
2354000,C
2355000,C
2356000,C
2357000,C
2358000,C
2359000,C
2360000,C
2361000,C
2362000,C
2363000,C
2366000,C
2367000,C
2371000,E
2372000,E
2373000,E
2374000,D
2375000,D
2376000,D
2377000,F
2378000,F
2379000,F
238000,C
2380000,F
239000,C
2391000,D
2392000,D
2393000,D
2394000,D
2396000,F
2397000,F
2399000,F
240000,C
2400000,F
2401000,F
2403000,E
2404000,F
2408000,E
2409000,E
241000,C
2410000,E
2411000,E
2412000,E
2413000,C
2414000,C
2415000,C
2416000,C
2417000,C
2418000,C
2419000,C
242000,C
2420000,C
2421000,C
2422000,C
2423000,C
2424000,C
2425000,C
2426000,C
2427000,C
2428000,C
2429000,C
243000,C
2432000,F
2433000,F
2434000,F
2435000,E
2436000,E
2437000,E
2438000,E
2439000,E
244000,C
2440000,E
2441000,E
2442000,E
2443000,E
2444000,E
2445000,E
2446000,E
2447000,D
2448000,D
2449000,D
245000,C
2450000,D
2451000,D
2452000,D
2453000,D
2454000,D
2455000,D
2459000,E
246000,F
2460000,E
2461000,E
2462000,E
2463000,E
2464000,E
2465000,E
2466000,E
2467000,E
2468000,E
2469000,E
247000,F
2470000,E
2471000,E
2472000,E
2473000,E
2474000,E
2475000,E
2476000,E
2477000,E
2478201,E
2479102,D
2479203,D
248000,F
2480101,D
2480201,D
2481101,D
2481201,D
2482101,D
2482201,D
2483101,D
2483201,D
2484101,D
2484201,D
2485101,D
2485201,D
2486101,D
2486201,D
2487101,D
2487201,D
2488101,D
2488201,D
2489101,D
2489201,D
2489202,D
2490102,D
2490201,D
2491000,D
2492000,D
2493000,D
2494000,D
2495000,D
2496000,D
2497000,D
2498000,D
2499000,D
250000,B
2502000,D
2504000,F
2505000,E
2506000,E
2508000,C
2509000,C
